Component_ID,Lot_ID,Value_0h,Value_24h,Value_96h,Value_168h,Limit,Drift_0_24_per_h,Drift_24_96_per_h,Drift_96_168_per_h,Failure_Flag_168h,Failure_Time_h,RUL_at_168h,Risk
C-109386,L-116,18.348,19.076,25.33,34.071,50.0,0.03034,0.08687,0.1214,0,264,96,Warning
C-109387,L-115,20.431,21.017,23.522,27.036,50.0,0.02442,0.0348,0.0488,0,456,288,Normal
C-109388,L-118,20.601,21.863,25.626,32.313,50.0,0.05261,0.05226,0.09287,0,312,144,Normal
C-109389,L-110,20.586,21.538,28.586,40.138,50.0,0.03968,0.09789,0.16045,0,240,72,Warning
C-109390,L-119,17.765,17.993,20.313,23.639,50.0,0.00953,0.03222,0.04619,0,480,312,Normal
C-109391,L-115,17.549,18.744,24.229,33.299,50.0,0.04981,0.07618,0.12597,0,264,96,Warning
C-109392,L-104,21.208,21.967,25.874,31.583,50.0,0.03164,0.05427,0.07929,0,336,168,Normal
C-109393,L-116,20.257,20.073,22.306,27.088,50.0,-0.00769,0.03101,0.06641,0,408,240,Normal
C-109394,L-110,15.738,17.212,21.056,27.701,50.0,0.06144,0.05339,0.09228,0,360,192,Normal
C-109395,L-114,20.683,21.378,27.71,37.614,50.0,0.02896,0.08794,0.13757,0,264,96,Warning
C-109396,L-106,16.593,16.528,19.779,23.768,50.0,-0.00273,0.04516,0.0554,0,408,240,Normal
C-109397,L-106,17.059,17.163,19.524,22.55,50.0,0.00431,0.03279,0.04204,0,504,336,Normal
C-109398,L-102,20.557,20.87,22.909,26.946,50.0,0.01305,0.02832,0.05607,0,432,264,Normal
C-109399,L-119,17.737,18.204,21.787,26.557,50.0,0.01944,0.04977,0.06624,0,384,216,Normal
C-109400,L-109,22.064,22.612,24.384,28.549,50.0,0.02283,0.02461,0.05786,0,432,264,Normal
C-109401,L-115,17.87,18.394,23.628,31.65,50.0,0.02184,0.07269,0.11143,0,288,120,Normal
C-109402,L-113,20.362,20.849,25.582,33.01,50.0,0.02026,0.06574,0.10317,0,312,144,Normal
C-109403,L-101,19.455,19.553,23.049,28.102,50.0,0.0041,0.04856,0.07018,0,360,192,Normal
C-109404,L-113,17.444,17.786,20.662,25.325,50.0,0.01421,0.03996,0.06476,0,408,240,Normal
C-109405,L-114,19.913,20.813,25.474,33.254,50.0,0.03749,0.06474,0.10805,0,312,144,Normal
C-109406,L-119,15.644,15.241,20.209,27.4,50.0,-0.0168,0.069,0.09988,0,288,120,Normal
C-109407,L-114,20.434,20.566,23.594,28.221,50.0,0.0055,0.04206,0.06425,0,432,264,Normal
C-109408,L-108,20.749,20.439,23.395,27.222,50.0,-0.01292,0.04105,0.05315,0,480,312,Normal
C-109409,L-116,20.977,21.371,24.893,30.945,50.0,0.0164,0.04893,0.08404,0,360,192,Normal
C-109410,L-103,20.884,20.972,23.962,29.194,50.0,0.00365,0.04152,0.07267,0,336,168,Normal
C-109411,L-104,19.798,21.154,28.032,38.541,50.0,0.05651,0.09552,0.14596,0,240,72,Warning
C-109412,L-104,23.173,23.833,30.833,42.275,50.0,0.0275,0.09722,0.15892,0,240,72,Warning
C-109413,L-104,19.55,20.394,24.734,32.556,50.0,0.03514,0.06028,0.10863,0,288,120,Normal
C-109414,L-120,20.802,21.289,24.763,30.108,50.0,0.0203,0.04825,0.07424,0,408,240,Normal
C-109415,L-114,18.293,18.598,22.068,27.225,50.0,0.01272,0.04819,0.07162,0,384,216,Normal
C-109416,L-103,16.192,16.61,18.939,23.787,50.0,0.01745,0.03234,0.06733,0,456,288,Normal
C-109417,L-109,18.034,19.598,26.807,37.519,50.0,0.06516,0.10013,0.14877,0,240,72,Warning
C-109418,L-117,17.155,17.886,22.074,28.618,50.0,0.03045,0.05818,0.09088,0,312,144,Normal
C-109419,L-111,20.304,20.731,22.423,26.156,50.0,0.01779,0.0235,0.05184,0,456,288,Normal
C-109420,L-110,19.523,20.263,24.938,32.643,50.0,0.03083,0.06492,0.10702,0,312,144,Normal
C-109421,L-120,18.661,19.017,23.877,30.8,50.0,0.01483,0.0675,0.09615,0,288,120,Normal
C-109422,L-101,20.229,20.968,23.103,26.638,50.0,0.03081,0.02965,0.0491,0,480,312,Normal
C-109423,L-109,20.892,20.911,24.115,29.155,50.0,0.00078,0.0445,0.06999,0,408,240,Normal
C-109424,L-117,21.034,21.724,23.887,27.211,50.0,0.02878,0.03004,0.04616,0,456,288,Normal
C-109425,L-103,21.096,21.81,26.077,31.396,50.0,0.02973,0.05927,0.07388,0,336,168,Normal
C-109426,L-120,21.091,22.195,24.891,30.258,50.0,0.04599,0.03745,0.07454,0,360,192,Normal
C-109427,L-105,19.568,20.11,23.389,28.922,50.0,0.02259,0.04554,0.07685,0,360,192,Normal
C-109428,L-112,17.808,18.443,24.35,33.743,50.0,0.02645,0.08204,0.13046,0,264,96,Warning
C-109429,L-120,21.177,22.148,25.346,30.924,50.0,0.04049,0.04441,0.07747,0,384,216,Normal
C-109430,L-103,19.455,20.269,22.605,28.082,50.0,0.03392,0.03244,0.07607,0,384,216,Normal
C-109431,L-101,18.942,18.811,20.75,24.138,50.0,-0.00547,0.02693,0.04706,0,504,336,Normal
C-109432,L-101,19.35,20.576,25.483,32.823,50.0,0.05112,0.06815,0.10193,0,288,120,Normal
C-109433,L-118,20.236,20.628,23.586,28.72,50.0,0.01634,0.04108,0.0713,0,408,240,Normal
C-109434,L-115,22.846,23.126,28.834,37.913,50.0,0.01167,0.07928,0.12609,0,264,96,Warning
C-109435,L-106,20.204,20.828,23.207,28.166,50.0,0.026,0.03305,0.06887,0,432,264,Normal
C-109436,L-106,21.496,22.479,25.822,30.901,50.0,0.04094,0.04644,0.07054,0,360,192,Normal
C-109437,L-116,16.043,16.979,20.038,25.07,50.0,0.03896,0.04249,0.06989,0,432,264,Normal
C-109438,L-103,18.165,18.354,22.975,30.953,50.0,0.00788,0.06417,0.11081,0,288,120,Normal
C-109439,L-110,19.606,20.865,23.966,31.841,50.0,0.05248,0.04306,0.10937,0,312,144,Normal
C-109440,L-117,21.87,21.518,26.588,33.183,50.0,-0.01468,0.07042,0.0916,0,336,168,Normal
C-109441,L-111,20.305,21.093,23.981,28.526,50.0,0.03284,0.0401,0.06313,0,432,264,Normal
C-109442,L-113,20.809,20.67,25.356,31.594,50.0,-0.0058,0.06507,0.08664,0,312,144,Normal
C-109443,L-101,19.486,20.369,22.653,26.125,50.0,0.0368,0.03172,0.04821,0,504,336,Normal
C-109444,L-104,21.88,22.373,26.07,31.915,50.0,0.02056,0.05135,0.08117,0,360,192,Normal
C-109445,L-113,21.253,21.955,27.84,37.629,50.0,0.02924,0.08173,0.13597,0,264,96,Warning
C-109446,L-108,22.622,22.576,27.004,34.088,50.0,-0.00195,0.0615,0.09839,0,336,168,Normal
C-109447,L-115,16.724,16.868,22.95,31.477,50.0,0.006,0.08448,0.11842,0,264,96,Warning
C-109448,L-102,17.949,19.015,24.517,31.814,50.0,0.04441,0.07641,0.10136,0,288,120,Normal
C-109449,L-107,21.08,21.85,28.038,38.702,50.0,0.03206,0.08594,0.14812,0,240,72,Warning
C-109450,L-103,20.589,21.127,24.179,28.323,50.0,0.02238,0.04239,0.05756,0,408,240,Normal
C-109451,L-105,18.581,18.83,22.368,29.017,50.0,0.0104,0.04914,0.09235,0,360,192,Normal
C-109452,L-118,16.703,17.013,19.852,24.039,50.0,0.01291,0.03943,0.05815,0,456,288,Normal
C-109453,L-114,22.83,22.99,27.964,36.152,50.0,0.00663,0.0691,0.11372,0,312,144,Normal
C-109454,L-107,20.432,20.394,23.926,27.476,50.0,-0.00158,0.04906,0.04931,0,432,264,Normal
C-109455,L-105,22.167,22.638,25.78,29.265,50.0,0.01965,0.04363,0.04841,0,432,264,Normal
C-109456,L-105,16.534,17.788,19.939,23.868,50.0,0.05229,0.02987,0.05457,0,432,264,Normal
C-109457,L-114,21.947,22.594,26.092,31.857,50.0,0.02696,0.04858,0.08006,0,336,168,Normal
C-109458,L-117,18.277,19.372,25.225,33.928,50.0,0.04561,0.0813,0.12088,0,264,96,Warning
C-109459,L-110,19.321,20.356,26.237,35.112,50.0,0.04314,0.08168,0.12326,0,264,96,Warning
C-109460,L-102,21.32,21.358,24.074,28.007,50.0,0.0016,0.03772,0.05462,0,432,264,Normal
C-109461,L-111,18.683,18.978,21.411,25.809,50.0,0.01232,0.03379,0.06108,0,408,240,Normal
C-109462,L-114,18.841,19.361,23.264,27.931,50.0,0.02168,0.05421,0.06483,0,384,216,Normal
C-109463,L-101,18.43,18.136,21.05,24.058,50.0,-0.01227,0.04048,0.04177,0,504,336,Normal
C-109464,L-110,17.417,17.923,25.939,36.046,50.0,0.02107,0.11133,0.14037,0,240,72,Warning
C-109465,L-109,19.297,19.867,22.764,26.844,50.0,0.02376,0.04023,0.05667,0,408,240,Normal
C-109466,L-114,18.524,19.237,22.819,27.728,50.0,0.02968,0.04975,0.06818,0,384,216,Normal
C-109467,L-105,20.905,21.089,24.293,30.115,50.0,0.00765,0.04451,0.08085,0,384,216,Normal
C-109468,L-112,22.882,23.447,26.346,30.669,50.0,0.02353,0.04027,0.06005,0,384,216,Normal
C-109469,L-101,20.725,21.46,28.997,40.291,50.0,0.03065,0.10467,0.15687,0,240,72,Warning
C-109470,L-111,17.968,18.703,24.407,33.513,50.0,0.03064,0.07923,0.12646,0,264,96,Warning
C-109471,L-111,19.934,20.552,23.78,30.051,50.0,0.02576,0.04482,0.08711,0,360,192,Normal
C-109472,L-108,16.605,17.981,22.516,30.573,50.0,0.05733,0.06299,0.11191,0,288,120,Normal
C-109473,L-101,20.59,21.346,25.306,30.813,50.0,0.03151,0.05499,0.07649,0,384,216,Normal
C-109474,L-120,23.469,23.463,25.513,29.664,50.0,-0.00023,0.02847,0.05766,0,480,312,Normal
C-109475,L-107,18.343,18.947,23.725,30.579,50.0,0.02518,0.06635,0.0952,0,312,144,Normal
C-109476,L-110,16.385,17.23,19.988,24.249,50.0,0.0352,0.03831,0.05918,0,408,240,Normal
C-109477,L-103,19.501,19.305,22.354,26.569,50.0,-0.00818,0.04235,0.05854,0,408,240,Normal
C-109478,L-109,19.117,19.764,22.173,26.118,50.0,0.02696,0.03345,0.0548,0,456,288,Normal
C-109479,L-114,21.251,21.432,26.964,35.588,50.0,0.00751,0.07684,0.11978,0,264,96,Warning
C-109480,L-120,20.168,20.567,22.967,27.55,50.0,0.01661,0.03334,0.06365,0,432,264,Normal
C-109481,L-102,18.918,19.285,22.083,25.556,50.0,0.01529,0.03886,0.04823,0,480,312,Normal
C-109482,L-118,19.111,19.792,24.589,33.682,50.0,0.02835,0.06664,0.12629,0,264,96,Warning
C-109483,L-117,20.05,20.114,23.0,26.383,50.0,0.00266,0.04009,0.04699,0,432,264,Normal
C-109484,L-116,18.183,18.927,23.488,28.811,50.0,0.031,0.06335,0.07393,0,336,168,Normal
C-109485,L-109,22.817,23.89,28.064,35.372,50.0,0.04469,0.05797,0.1015,0,288,120,Normal
C-109486,L-111,19.916,20.747,23.339,28.651,50.0,0.03464,0.03599,0.07378,0,360,192,Normal
C-109487,L-110,21.002,21.356,24.944,30.315,50.0,0.01476,0.04983,0.0746,0,336,168,Normal
C-109488,L-120,17.993,18.996,22.451,28.705,50.0,0.04183,0.04798,0.08686,0,360,192,Normal
C-109489,L-116,21.916,21.952,25.109,28.67,50.0,0.00146,0.04385,0.04946,0,432,264,Normal
C-109490,L-113,18.302,18.322,21.448,26.031,50.0,0.00083,0.04341,0.06366,0,408,240,Normal
C-109491,L-102,19.876,20.675,27.689,38.325,50.0,0.03328,0.09741,0.14773,0,240,72,Warning
C-109492,L-105,18.599,19.198,21.22,25.762,50.0,0.02494,0.02809,0.06309,0,480,312,Normal
C-109493,L-108,17.731,19.678,25.925,36.502,50.0,0.08111,0.08677,0.1469,0,240,72,Warning
C-109494,L-109,14.465,14.788,19.06,27.14,50.0,0.01347,0.05933,0.11223,0,312,144,Normal
C-109495,L-105,18.048,18.624,20.556,24.069,50.0,0.024,0.02684,0.04878,0,456,288,Normal
C-109496,L-115,23.011,23.535,28.595,34.691,50.0,0.0218,0.07028,0.08467,0,312,144,Normal
C-109497,L-110,18.788,18.894,21.687,25.98,50.0,0.00443,0.03878,0.05963,0,480,312,Normal
C-109498,L-112,20.42,20.601,24.348,29.391,50.0,0.00755,0.05204,0.07004,0,384,216,Normal
C-109499,L-117,22.175,22.513,25.648,29.668,50.0,0.01409,0.04353,0.05583,0,456,288,Normal
C-109500,L-115,18.084,19.165,24.27,32.945,50.0,0.04505,0.0709,0.12049,0,264,96,Warning
C-109501,L-117,17.829,18.219,20.229,24.395,50.0,0.01624,0.02793,0.05786,0,456,288,Normal
C-109502,L-109,19.956,21.315,23.598,27.862,50.0,0.05662,0.03171,0.05922,0,432,264,Normal
C-109503,L-105,19.825,20.459,23.368,27.072,50.0,0.02645,0.0404,0.05144,0,456,288,Normal
C-109504,L-112,19.404,19.607,26.026,35.728,50.0,0.00845,0.08915,0.13475,0,264,96,Warning
C-109505,L-111,20.154,20.552,27.532,38.078,50.0,0.01659,0.09694,0.14647,0,264,96,Warning
C-109506,L-106,17.6,18.904,25.372,36.085,50.0,0.05434,0.08983,0.1488,0,240,72,Warning
C-109507,L-116,20.669,20.711,24.62,30.352,50.0,0.00174,0.0543,0.0796,0,360,192,Normal
C-109508,L-113,16.423,17.026,21.108,28.146,50.0,0.02513,0.05669,0.09776,0,312,144,Normal
C-109509,L-111,20.011,20.859,26.444,36.351,50.0,0.03535,0.07757,0.1376,0,264,96,Warning
C-109510,L-117,19.735,20.208,22.333,25.927,50.0,0.01973,0.02951,0.04991,0,480,312,Normal
C-109511,L-115,19.756,19.878,24.862,32.85,50.0,0.00509,0.06923,0.11095,0,288,120,Normal
C-109512,L-101,22.343,23.355,26.989,33.172,50.0,0.04213,0.05048,0.08587,0,360,192,Normal
C-109513,L-104,18.269,19.42,23.401,29.598,50.0,0.04796,0.05529,0.08607,0,336,168,Normal
C-109514,L-111,19.913,20.231,22.376,25.686,50.0,0.01326,0.02979,0.04598,0,504,336,Normal
C-109515,L-113,20.429,21.192,24.786,31.154,50.0,0.03179,0.04991,0.08845,0,336,168,Normal
C-109516,L-119,18.86,18.957,21.504,25.436,50.0,0.00406,0.03537,0.05461,0,456,288,Normal
C-109517,L-104,20.571,21.094,28.184,37.92,50.0,0.0218,0.09847,0.13523,0,240,72,Warning
C-109518,L-117,18.831,19.827,26.346,36.799,50.0,0.04148,0.09055,0.14518,0,264,96,Warning
C-109519,L-109,22.276,22.649,26.088,31.312,50.0,0.01552,0.04777,0.07255,0,408,240,Normal
C-109520,L-105,22.698,22.374,27.636,35.029,50.0,-0.01352,0.07308,0.10268,0,312,144,Normal
C-109521,L-106,20.194,20.272,25.127,32.416,50.0,0.00325,0.06743,0.10124,0,312,144,Normal
C-109522,L-120,19.972,21.14,27.73,37.696,50.0,0.04867,0.09153,0.13841,0,264,96,Warning
C-109523,L-107,17.744,18.987,25.988,36.648,50.0,0.05178,0.09723,0.14806,0,240,72,Warning
C-109524,L-110,17.57,17.879,20.683,24.203,50.0,0.01289,0.03895,0.04889,0,480,312,Normal
C-109525,L-113,19.495,19.544,22.625,29.066,50.0,0.00201,0.0428,0.08945,0,312,144,Normal
C-109526,L-106,19.534,20.107,22.909,28.304,50.0,0.02388,0.03891,0.07493,0,384,216,Normal
C-109527,L-120,16.989,16.974,20.531,25.226,50.0,-0.00061,0.04941,0.06521,0,384,216,Normal
C-109528,L-118,19.536,19.453,22.089,25.645,50.0,-0.00348,0.03662,0.04938,0,504,336,Normal
C-109529,L-119,18.531,18.928,21.046,23.945,50.0,0.01655,0.02941,0.04026,0,504,336,Normal
C-109530,L-114,18.532,18.916,21.682,26.197,50.0,0.01596,0.03843,0.0627,0,432,264,Normal
C-109531,L-108,21.004,21.785,25.298,30.163,50.0,0.03254,0.04878,0.06757,0,384,216,Normal
C-109532,L-112,18.294,18.225,19.758,23.622,50.0,-0.00287,0.02129,0.05366,0,504,336,Normal
C-109533,L-105,20.162,20.896,26.267,34.557,50.0,0.03058,0.07461,0.11513,0,288,120,Normal
C-109534,L-101,18.223,18.624,22.43,27.593,50.0,0.01671,0.05286,0.07171,0,384,216,Normal
C-109535,L-113,19.093,20.141,26.32,36.208,50.0,0.04369,0.08582,0.13733,0,264,96,Warning
C-109536,L-113,20.508,21.108,25.736,33.74,50.0,0.02501,0.06428,0.11116,0,288,120,Normal
C-109537,L-115,19.071,18.91,23.023,29.193,50.0,-0.00669,0.05713,0.0857,0,360,192,Normal
C-109538,L-102,18.264,18.61,20.59,25.037,50.0,0.01445,0.0275,0.06176,0,432,264,Normal
C-109539,L-114,18.401,19.198,25.269,34.488,50.0,0.03321,0.08432,0.12804,0,264,96,Warning
C-109540,L-110,19.664,19.508,21.974,25.839,50.0,-0.0065,0.03425,0.05367,0,480,312,Normal
C-109541,L-109,18.055,18.508,21.583,27.272,50.0,0.0189,0.0427,0.07901,0,384,216,Normal
C-109542,L-106,18.868,19.021,22.048,25.77,50.0,0.00638,0.04205,0.0517,0,432,264,Normal
C-109543,L-112,18.006,19.177,24.917,34.679,50.0,0.04879,0.07973,0.13558,0,240,72,Warning
C-109544,L-111,20.214,20.279,22.989,26.342,50.0,0.00271,0.03764,0.04656,0,504,336,Normal
C-109545,L-120,18.097,19.154,21.726,26.443,50.0,0.04406,0.03573,0.06551,0,432,264,Normal
C-109546,L-115,19.746,20.742,22.33,25.424,50.0,0.04148,0.02206,0.04296,0,480,312,Normal
C-109547,L-102,16.038,16.833,21.013,27.768,50.0,0.03314,0.05805,0.09381,0,312,144,Normal
C-109548,L-101,19.625,20.142,25.207,32.139,50.0,0.02155,0.07035,0.09627,0,312,144,Normal
C-109549,L-117,18.214,18.379,21.842,26.427,50.0,0.00687,0.0481,0.06368,0,408,240,Normal
C-109550,L-115,17.211,17.652,19.833,22.54,50.0,0.0184,0.03028,0.0376,0,504,336,Normal
C-109551,L-106,20.669,20.481,22.579,25.676,50.0,-0.00782,0.02915,0.043,0,480,312,Normal
C-109552,L-105,23.103,22.75,26.371,32.335,50.0,-0.01469,0.05029,0.08283,0,384,216,Normal
C-109553,L-113,19.544,20.362,25.477,33.004,50.0,0.0341,0.07104,0.10454,0,288,120,Normal
C-109554,L-116,17.306,17.889,25.752,36.182,50.0,0.02431,0.1092,0.14486,0,240,72,Warning
C-109555,L-119,21.372,21.889,23.724,28.776,50.0,0.02154,0.02548,0.07017,0,432,264,Normal
C-109556,L-110,19.19,20.072,23.444,27.921,50.0,0.03679,0.04683,0.06217,0,384,216,Normal
C-109557,L-118,19.939,20.478,22.731,26.258,50.0,0.02245,0.03129,0.04898,0,480,312,Normal
C-109558,L-109,17.885,18.503,21.057,25.438,50.0,0.02572,0.03547,0.06085,0,432,264,Normal
C-109559,L-101,20.397,21.212,24.411,27.701,50.0,0.03398,0.04443,0.0457,0,408,240,Normal
C-109560,L-111,19.759,20.183,25.582,34.262,50.0,0.01766,0.07499,0.12056,0,264,96,Warning
C-109561,L-119,21.851,21.569,24.418,28.429,50.0,-0.01176,0.03957,0.05572,0,480,312,Normal
C-109562,L-110,18.464,19.216,21.664,25.569,50.0,0.03133,0.034,0.05423,0,432,264,Normal
C-109563,L-110,22.625,22.746,26.154,30.483,50.0,0.00507,0.04733,0.06012,0,384,216,Normal
C-109564,L-109,19.286,19.748,23.493,29.449,50.0,0.01923,0.05202,0.08271,0,336,168,Normal
C-109565,L-101,19.071,19.776,23.05,28.6,50.0,0.02939,0.04548,0.07708,0,360,192,Normal
C-109566,L-116,18.799,18.572,21.668,25.774,50.0,-0.00947,0.043,0.05703,0,456,288,Normal
C-109567,L-104,19.885,20.161,23.495,27.459,50.0,0.0115,0.0463,0.05507,0,408,240,Normal
C-109568,L-113,22.428,22.72,25.673,30.047,50.0,0.01216,0.04101,0.06076,0,408,240,Normal
C-109569,L-111,18.243,19.017,21.44,25.816,50.0,0.03226,0.03365,0.06079,0,408,240,Normal
C-109570,L-107,20.099,20.119,24.245,29.301,50.0,0.00082,0.05731,0.07023,0,360,192,Normal
C-109571,L-103,17.554,18.016,21.728,29.224,50.0,0.01922,0.05156,0.10411,0,312,144,Normal
C-109572,L-102,19.567,20.082,26.508,35.498,50.0,0.02148,0.08924,0.12486,0,240,72,Warning
C-109573,L-104,20.598,21.295,24.084,28.438,50.0,0.02905,0.03873,0.06048,0,408,240,Normal
C-109574,L-107,22.441,23.272,26.217,30.774,50.0,0.03462,0.04091,0.06329,0,384,216,Normal
C-109575,L-118,16.446,17.315,20.227,23.753,50.0,0.0362,0.04044,0.04898,0,432,264,Normal
C-109576,L-104,19.989,21.078,25.614,33.01,50.0,0.04538,0.063,0.10272,0,288,120,Normal
C-109577,L-103,18.69,19.624,20.979,25.154,50.0,0.03892,0.01882,0.05799,0,504,336,Normal
C-109578,L-108,20.946,21.472,23.932,27.626,50.0,0.02192,0.03416,0.0513,0,456,288,Normal
C-109579,L-117,18.876,19.619,23.068,27.226,50.0,0.03097,0.0479,0.05774,0,384,216,Normal
C-109580,L-120,22.309,22.753,25.346,29.735,50.0,0.0185,0.03601,0.06095,0,456,288,Normal
C-109581,L-111,19.198,18.856,23.489,30.64,50.0,-0.01428,0.06435,0.09932,0,312,144,Normal
C-109582,L-111,15.173,15.902,18.373,22.593,50.0,0.03038,0.03431,0.05862,0,432,264,Normal
C-109583,L-104,18.297,20.109,25.637,34.663,50.0,0.07554,0.07677,0.12536,0,264,96,Warning
C-109584,L-109,20.048,20.954,26.089,33.988,50.0,0.03775,0.07133,0.1097,0,288,120,Normal
C-109585,L-117,17.712,18.277,22.086,27.406,50.0,0.02354,0.05291,0.07388,0,384,216,Normal
C-109586,L-119,18.361,18.712,21.745,26.726,50.0,0.0146,0.04213,0.06919,0,384,216,Normal
C-109587,L-104,19.879,19.976,22.835,26.268,50.0,0.00405,0.0397,0.04769,0,480,312,Normal
C-109588,L-109,19.317,20.153,26.238,36.095,50.0,0.03486,0.08451,0.1369,0,288,120,Normal
C-109589,L-102,20.036,20.011,26.814,35.829,50.0,-0.00106,0.09449,0.12522,0,264,96,Warning
C-109590,L-105,21.022,21.202,26.218,32.037,50.0,0.0075,0.06967,0.08082,0,312,144,Normal
C-109591,L-120,19.543,19.613,22.306,27.842,50.0,0.00291,0.0374,0.07689,0,408,240,Normal
C-109592,L-104,17.626,18.138,20.412,24.165,50.0,0.02133,0.03159,0.05213,0,456,288,Normal
C-109593,L-109,18.82,19.053,21.628,24.784,50.0,0.00973,0.03575,0.04383,0,504,336,Normal
C-109594,L-106,22.243,22.617,25.619,30.381,50.0,0.01559,0.0417,0.06614,0,408,240,Normal
C-109595,L-116,20.413,21.118,25.417,32.65,50.0,0.0294,0.05971,0.10045,0,288,120,Normal
C-109596,L-116,21.386,21.744,24.583,28.276,50.0,0.01493,0.03943,0.0513,0,480,312,Normal
C-109597,L-114,20.723,21.166,24.21,27.719,50.0,0.01847,0.04228,0.04873,0,432,264,Normal
C-109598,L-105,18.45,18.835,21.375,25.819,50.0,0.016,0.03528,0.06173,0,456,288,Normal
C-109599,L-115,19.717,20.057,23.799,31.566,50.0,0.01415,0.05197,0.10788,0,312,144,Normal
C-109600,L-112,17.584,17.628,21.177,26.402,50.0,0.00185,0.04929,0.07257,0,384,216,Normal
C-109601,L-107,17.569,18.701,20.731,24.652,50.0,0.04719,0.02819,0.05446,0,456,288,Normal
C-109602,L-117,19.914,19.153,22.305,27.103,50.0,-0.03171,0.04378,0.06665,0,456,288,Normal
C-109603,L-105,17.554,17.588,20.595,24.996,50.0,0.00141,0.04177,0.06112,0,432,264,Normal
C-109604,L-111,21.34,21.583,25.758,31.471,50.0,0.01012,0.05798,0.07934,0,384,216,Normal
C-109605,L-110,21.442,21.521,26.649,35.791,50.0,0.00329,0.07122,0.12698,0,264,96,Warning
C-109606,L-113,18.151,18.308,23.772,31.908,50.0,0.00656,0.07588,0.113,0,264,96,Warning
C-109607,L-112,19.529,20.247,26.045,34.065,50.0,0.02992,0.08052,0.11139,0,264,96,Warning
C-109608,L-108,20.642,21.28,28.641,40.195,50.0,0.02654,0.10224,0.16048,0,240,72,Warning
C-109609,L-116,22.205,22.142,24.88,29.675,50.0,-0.00266,0.03804,0.0666,0,432,264,Normal
C-109610,L-113,19.727,19.968,23.207,30.334,50.0,0.01002,0.04499,0.09898,0,336,168,Normal
C-109611,L-113,22.492,22.519,25.106,28.022,50.0,0.00113,0.03593,0.04051,0,504,336,Normal
C-109612,L-113,20.305,19.724,23.222,26.652,50.0,-0.02422,0.04859,0.04764,0,456,288,Normal
C-109613,L-111,19.935,20.844,26.382,33.788,50.0,0.03791,0.07691,0.10287,0,288,120,Normal
C-109614,L-113,17.294,17.163,19.583,24.1,50.0,-0.00544,0.03361,0.06274,0,456,288,Normal
C-109615,L-120,21.392,21.639,23.739,27.78,50.0,0.01027,0.02917,0.05613,0,504,336,Normal
C-109616,L-119,16.31,16.041,18.878,23.308,50.0,-0.0112,0.03941,0.06153,0,432,264,Normal
C-109617,L-107,21.993,22.47,27.697,35.601,50.0,0.01985,0.0726,0.10977,0,312,144,Normal
C-109618,L-112,19.006,19.05,21.672,26.169,50.0,0.00184,0.03641,0.06246,0,456,288,Normal
C-109619,L-102,15.218,15.745,17.993,20.724,50.0,0.02195,0.03123,0.03792,0,504,336,Normal
C-109620,L-113,17.616,17.617,19.979,24.157,50.0,6e-05,0.0328,0.05803,0,504,336,Normal
C-109621,L-120,21.65,22.342,29.17,40.702,50.0,0.02885,0.09484,0.16016,0,240,72,Warning
C-109622,L-105,21.164,21.071,23.086,26.528,50.0,-0.00391,0.02799,0.04781,0,504,336,Normal
C-109623,L-114,19.413,20.389,23.822,29.776,50.0,0.04066,0.04768,0.08269,0,360,192,Normal
C-109624,L-104,17.176,17.587,20.32,24.9,50.0,0.01714,0.03795,0.06361,0,456,288,Normal
C-109625,L-113,18.847,19.316,23.452,28.89,50.0,0.01952,0.05745,0.07552,0,360,192,Normal
C-109626,L-104,17.717,18.092,20.335,24.151,50.0,0.01562,0.03115,0.053,0,456,288,Normal
C-109627,L-103,17.471,18.364,21.46,27.786,50.0,0.03719,0.043,0.08786,0,360,192,Normal
C-109628,L-105,20.797,20.719,25.243,31.788,50.0,-0.00327,0.06284,0.09091,0,336,168,Normal
C-109629,L-116,16.549,16.683,21.16,27.117,50.0,0.00557,0.06219,0.08273,0,336,168,Normal
C-109630,L-120,21.297,21.446,24.573,28.496,50.0,0.00621,0.04344,0.05448,0,432,264,Normal
C-109631,L-112,18.303,18.663,20.907,25.466,50.0,0.015,0.03116,0.06333,0,432,264,Normal
C-109632,L-109,16.245,16.912,22.184,28.554,50.0,0.02777,0.07323,0.08847,0,312,144,Normal
C-109633,L-111,16.905,18.472,23.815,33.843,50.0,0.06531,0.07421,0.13928,0,264,96,Warning
C-109634,L-118,20.532,20.376,23.611,28.359,50.0,-0.00649,0.04493,0.06594,0,408,240,Normal
C-109635,L-112,19.53,20.64,22.446,25.649,50.0,0.04626,0.02509,0.04448,0,504,336,Normal
C-109636,L-103,18.697,19.503,23.744,29.477,50.0,0.03357,0.05891,0.07963,0,360,192,Normal
C-109637,L-106,14.597,15.43,21.535,30.128,50.0,0.03472,0.08479,0.11935,0,264,96,Warning
C-109638,L-114,18.104,18.256,20.957,24.805,50.0,0.00635,0.03751,0.05345,0,456,288,Normal
C-109639,L-107,18.784,18.906,22.931,28.41,50.0,0.00506,0.0559,0.0761,0,384,216,Normal
C-109640,L-110,20.63,20.736,27.049,35.102,50.0,0.00441,0.08768,0.11184,0,264,96,Warning
C-109641,L-112,19.493,19.705,23.104,27.593,50.0,0.00885,0.0472,0.06236,0,384,216,Normal
